,carat,cut,color,clarity,depth,table,price,x,y,z
37448,0.31,Premium,G,IF,61.4,59.0,988,4.39,4.34,2.68
37449,0.31,Premium,G,IF,61.0,59.0,988,4.36,4.33,2.65
37450,0.31,Premium,G,IF,61.7,54.0,988,4.36,4.33,2.68
37451,0.31,Ideal,G,IF,61.7,56.0,988,4.38,4.34,2.69
37452,0.31,Good,G,IF,63.9,58.0,988,4.3,4.27,2.74
37453,0.31,Ideal,G,IF,62.6,57.0,988,4.32,4.3,2.7
37454,0.31,Ideal,G,IF,62.7,57.0,988,4.34,4.31,2.71
37455,0.34,Ideal,H,IF,60.8,56.0,988,4.56,4.55,2.77
37456,0.31,Premium,D,VVS2,61.7,58.0,988,4.39,4.33,2.69
37457,0.41,Good,D,VS1,64.2,55.0,989,4.72,4.75,3.04
37458,0.47,Ideal,H,VS2,62.7,55.0,989,4.95,5.08,3.15
37459,0.37,Premium,D,VS2,61.0,56.0,989,4.68,4.63,2.84
37460,0.5,Very Good,J,SI1,62.8,58.0,990,5.05,5.08,3.18
37461,0.39,Good,F,VVS2,63.5,58.0,990,4.61,4.65,2.94
37462,0.4,Ideal,F,VVS2,60.1,57.0,990,4.78,4.83,2.89
37463,0.41,Ideal,E,VS1,61.3,55.0,990,4.8,4.83,2.95
37464,0.46,Ideal,G,SI1,61.4,56.0,990,4.97,4.99,3.06
37465,0.32,Ideal,F,IF,60.7,56.0,990,4.43,4.46,2.7
37466,0.32,Ideal,F,VVS1,62.3,56.0,990,4.38,4.35,2.72
37467,0.32,Ideal,F,VVS1,61.8,56.0,990,4.45,4.42,2.74
37468,0.32,Premium,D,VVS2,61.5,60.0,990,4.41,4.37,2.7
37469,0.35,Ideal,D,VS1,63.0,57.0,990,4.51,4.48,2.83
37470,0.32,Premium,F,VVS1,61.9,59.0,990,4.39,4.34,2.7
37471,0.32,Ideal,F,VVS1,61.4,56.0,990,4.42,4.38,2.7
37472,0.32,Ideal,F,VVS1,61.8,55.0,990,4.41,4.36,2.71
37473,0.32,Premium,F,VVS1,61.3,58.0,990,4.4,4.37,2.69
37474,0.32,Ideal,F,VVS1,62.1,56.0,990,4.43,4.39,2.74
37475,0.32,Ideal,F,VVS1,61.7,56.0,990,4.42,4.4,2.72
37476,0.44,Ideal,G,SI1,62.7,57.0,990,4.85,4.82,3.03
37477,0.44,Premium,G,SI1,61.9,58.0,990,4.87,4.83,3.0
37478,0.44,Ideal,G,SI1,61.5,57.0,990,4.88,4.87,3.0
37479,0.24,Very Good,E,VVS2,64.0,56.0,485,3.94,3.97,2.53
37480,0.24,Very Good,E,VVS2,62.5,58.0,485,3.96,4.01,2.49
37481,0.24,Very Good,E,VVS2,63.9,53.0,485,3.93,3.96,2.52
37482,0.24,Very Good,E,VVS2,58.9,63.0,485,4.05,4.07,2.39
37483,0.24,Very Good,E,VVS2,62.2,60.0,485,3.97,4.01,2.48
37484,0.23,Very Good,E,VVS2,63.8,57.0,485,3.88,3.9,2.48
37485,0.24,Very Good,E,VVS2,59.7,60.0,485,4.08,4.1,2.44
37486,0.23,Very Good,E,VVS2,59.7,54.0,485,4.02,4.05,2.41
37487,0.23,Very Good,E,VVS2,59.0,63.0,485,3.98,4.05,2.37
37488,0.23,Very Good,E,VVS2,61.1,62.0,485,3.92,3.94,2.4
37489,0.23,Very Good,E,VVS2,62.1,62.0,485,3.91,3.95,2.44
37490,0.23,Very Good,E,VVS2,58.8,62.0,485,4.04,4.06,2.38
37491,0.23,Very Good,E,VVS2,63.7,55.0,485,3.87,3.89,2.47
37492,0.24,Very Good,D,VVS2,61.3,58.0,485,3.99,4.03,2.46
37493,0.23,Very Good,D,VVS2,63.5,58.0,485,3.86,3.89,2.46
37494,0.24,Very Good,D,VVS2,58.7,61.0,485,4.04,4.07,2.38
37495,0.24,Very Good,D,VVS2,61.5,61.0,485,4.02,4.04,2.48
37496,0.24,Very Good,F,VVS1,63.5,54.0,485,3.92,3.96,2.5
37497,0.24,Very Good,F,VVS1,61.7,56.0,485,3.98,4.0,2.46
37498,0.24,Very Good,E,VVS1,62.8,59.0,485,3.94,3.96,2.48
37499,0.24,Very Good,E,VVS1,61.7,61.0,485,3.95,3.99,2.45
37500,0.24,Very Good,E,VVS1,61.5,59.0,485,3.99,4.01,2.46
37501,0.24,Very Good,E,VVS1,61.7,58.0,485,3.95,3.99,2.45
37502,0.24,Very Good,E,VVS1,61.7,58.0,485,3.94,4.0,2.45
37503,0.24,Very Good,E,VVS1,60.4,62.0,485,3.99,4.02,2.42
37504,0.24,Very Good,E,VVS1,62.0,60.0,485,3.96,4.01,2.47
37505,0.24,Very Good,E,VVS1,61.2,55.0,485,4.03,4.08,2.48
37506,0.24,Very Good,E,VVS1,60.7,60.0,485,4.01,4.06,2.45
37507,0.23,Very Good,E,VVS1,58.8,61.0,485,3.98,4.01,2.35
37508,0.24,Very Good,E,VVS1,63.1,55.0,485,3.96,4.0,2.51
37509,0.44,Premium,I,VVS1,60.8,57.0,990,4.93,4.88,2.98
37510,0.44,Premium,I,VVS1,61.5,58.0,990,4.95,4.87,3.02
37511,0.44,Premium,I,VVS1,62.5,60.0,990,4.87,4.82,3.03
37512,0.44,Premium,F,VS2,62.2,58.0,990,4.88,4.83,3.02
37513,0.44,Premium,G,SI1,61.9,59.0,990,4.87,4.82,3.0
37514,0.44,Premium,G,SI1,61.6,61.0,990,4.88,4.83,2.99
37515,0.44,Premium,G,SI1,61.0,60.0,990,4.93,4.88,2.99
37516,0.4,Ideal,D,SI1,60.8,57.0,990,4.81,4.77,2.91
37517,0.4,Ideal,D,SI1,59.6,57.0,990,4.82,4.77,2.86
37518,0.4,Ideal,D,SI1,61.8,55.0,990,4.78,4.74,2.94
37519,0.4,Premium,D,SI1,59.9,60.0,990,4.77,4.75,2.85
37520,0.4,Premium,D,SI1,60.8,59.0,990,4.8,4.77,2.91
37521,0.4,Premium,D,SI1,61.1,58.0,990,4.75,4.74,2.9
37522,0.4,Premium,D,SI1,61.3,60.0,990,4.75,4.71,2.9
37523,0.4,Premium,D,SI1,61.4,56.0,990,4.83,4.72,2.93
37524,0.4,Ideal,D,SI1,62.1,56.0,990,4.74,4.7,2.93
37525,0.4,Premium,D,SI1,61.6,58.0,990,4.73,4.69,2.9
37526,0.4,Premium,D,SI1,61.7,58.0,990,4.74,4.7,2.91
37527,0.4,Ideal,D,SI1,62.0,56.0,990,4.71,4.68,2.91
37528,0.39,Premium,H,VVS1,61.5,56.0,990,4.73,4.7,2.9
37529,0.41,Premium,H,VS1,58.2,59.0,990,4.92,4.88,2.85
37530,0.41,Premium,G,VS2,60.7,59.0,990,4.85,4.8,2.93
37531,0.48,Premium,H,SI1,61.9,58.0,990,5.04,5.01,3.11
37532,0.32,Premium,F,VVS1,62.7,60.0,990,4.35,4.32,2.72
37533,0.33,Ideal,F,VS1,59.9,56.0,990,4.54,4.51,2.71
37534,0.44,Premium,G,SI1,61.1,59.0,990,4.9,4.86,2.98
37535,0.44,Premium,G,SI1,60.1,60.0,990,4.95,4.86,2.95
37536,0.41,Very Good,H,VVS1,59.5,58.0,991,4.82,4.86,2.88
37537,0.41,Very Good,H,VVS1,61.7,58.0,991,4.74,4.79,2.94
37538,0.41,Very Good,D,VS1,63.4,56.0,991,4.7,4.76,3.0
37539,0.51,Ideal,I,SI2,61.3,55.0,991,5.18,5.19,3.18
37540,0.48,Good,J,SI1,64.4,58.0,991,4.87,4.92,3.15
37541,0.38,Ideal,D,VVS2,60.3,57.0,992,4.71,4.77,2.86
37542,0.33,Ideal,G,IF,61.5,56.0,992,4.46,4.48,2.75
37543,0.42,Ideal,F,SI1,60.6,57.0,992,4.9,4.84,2.95
37544,0.42,Ideal,I,VS1,62.0,55.0,992,4.85,4.83,3.0
37545,0.42,Ideal,F,SI1,60.9,55.0,992,4.88,4.84,2.96
37546,0.42,Premium,F,SI1,60.0,59.0,992,4.88,4.85,2.92
37547,0.42,Premium,F,SI1,60.8,58.0,992,4.87,4.83,2.95
37548,0.42,Premium,F,SI1,62.9,57.0,992,4.77,4.73,2.99
37549,0.42,Premium,F,SI1,61.5,58.0,992,4.83,4.8,2.96
37550,0.42,Premium,F,SI1,62.7,55.0,992,4.83,4.8,3.02
37551,0.42,Ideal,F,SI1,62.0,57.0,992,4.83,4.81,2.99
37552,0.42,Premium,F,SI1,61.8,58.0,992,4.84,4.81,2.98
37553,0.42,Premium,E,SI1,61.6,59.0,992,4.85,4.83,2.98
37554,0.42,Ideal,E,SI1,61.5,55.0,992,4.9,4.82,2.99
37555,0.42,Premium,E,SI1,62.5,55.0,992,4.83,4.8,3.01
37556,0.42,Ideal,E,SI1,62.6,57.0,992,4.84,4.81,3.02
37557,0.42,Premium,E,SI1,62.3,58.0,992,4.81,4.76,2.98
37558,0.42,Premium,E,SI1,62.7,57.0,992,4.83,4.77,3.01
37559,0.42,Premium,E,SI1,62.7,59.0,992,4.79,4.78,3.0
37560,0.42,Ideal,E,SI1,61.3,57.0,992,4.81,4.79,2.94
37561,0.42,Premium,E,SI1,62.8,59.0,992,4.78,4.74,2.99
37562,0.42,Very Good,E,SI1,63.4,56.0,992,4.82,4.74,3.03
37563,0.42,Ideal,E,SI1,62.3,57.0,992,4.8,4.76,2.98
37564,0.7,Fair,F,I1,65.4,59.0,992,5.6,5.49,3.63
37567,0.42,Ideal,H,VS2,62.9,56.0,992,4.79,4.72,2.99
37568,0.42,Premium,H,VS2,62.1,57.0,992,4.8,4.76,2.97
37569,0.42,Ideal,H,VS2,62.5,57.0,992,4.81,4.76,2.99
37570,0.4,Very Good,D,VS2,62.8,58.0,993,4.66,4.71,2.94
37571,0.38,Ideal,G,VVS1,61.7,55.0,993,4.67,4.7,2.89
37572,0.38,Ideal,G,VVS1,61.9,56.0,993,4.67,4.7,2.9
37573,0.43,Premium,D,SI1,61.0,58.0,993,4.88,4.83,2.96
37574,0.43,Premium,D,SI1,61.0,57.0,993,4.88,4.85,2.97
37575,0.43,Very Good,D,SI1,63.4,55.0,993,4.84,4.78,3.05
37576,0.43,Good,D,SI1,63.8,55.0,993,4.8,4.79,3.06
37577,0.43,Ideal,D,SI1,62.5,55.0,993,4.83,4.8,3.01
37578,0.43,Premium,D,SI1,61.2,60.0,993,4.84,4.8,2.95
37579,0.43,Very Good,H,VS2,63.4,55.0,994,4.82,4.86,3.07
37580,0.4,Ideal,F,VVS2,60.4,56.0,994,4.79,4.82,2.9
37581,0.35,Ideal,F,VVS1,60.6,56.0,994,4.58,4.59,2.78
37582,0.35,Ideal,F,VVS1,60.6,57.0,994,4.57,4.6,2.78
37583,0.41,Premium,J,VVS1,60.1,58.0,994,4.83,4.79,2.89
37584,0.41,Ideal,J,VVS1,61.2,57.0,994,4.82,4.79,2.94
37585,0.41,Premium,J,VVS1,62.2,59.0,994,4.75,4.71,2.94
37586,0.41,Ideal,J,VVS1,62.0,57.0,994,4.79,4.73,2.95
37590,0.5,Fair,F,SI1,65.1,59.0,994,5.01,4.92,3.23
37591,0.51,Very Good,I,SI2,63.3,58.0,995,5.09,5.02,3.2
37592,0.41,Very Good,D,VS2,59.2,58.0,995,4.83,4.87,2.87
37593,0.4,Very Good,D,VS1,64.0,57.0,995,4.66,4.69,2.99
37594,0.37,Very Good,F,IF,60.4,57.0,995,4.65,4.68,2.81
37595,0.38,Very Good,G,VVS1,61.3,57.0,995,4.62,4.68,2.85
37596,0.38,Very Good,D,VS1,58.2,58.0,995,4.77,4.81,2.79
37597,0.4,Ideal,G,VVS1,62.6,57.0,995,4.66,4.73,2.94
37598,0.34,Premium,E,VVS2,62.7,59.0,995,4.43,4.41,2.77
37599,0.47,Premium,G,SI1,62.7,58.0,995,4.99,4.97,3.12
37600,0.34,Premium,H,VVS1,61.2,60.0,995,4.5,4.46,2.74
37601,0.34,Premium,H,VVS1,61.1,59.0,995,4.52,4.48,2.75
37602,0.34,Very Good,H,VVS1,63.2,58.0,995,4.45,4.41,2.8
37603,0.34,Ideal,H,VVS1,61.8,57.0,995,4.46,4.44,2.75
37604,0.34,Ideal,H,VVS1,62.9,57.0,995,4.47,4.44,2.8
37605,0.34,Premium,H,VVS1,61.5,60.0,995,4.49,4.45,2.75
37606,0.34,Ideal,H,VVS1,62.0,54.0,995,4.48,4.46,2.77
37607,0.34,Premium,G,VVS2,61.4,59.0,995,4.52,4.47,2.76
37608,0.34,Ideal,G,VVS2,61.1,57.0,995,4.52,4.48,2.75
37609,0.34,Ideal,G,VVS2,62.6,54.0,995,4.47,4.44,2.79
37610,0.34,Ideal,G,VVS2,61.9,57.0,995,4.48,4.44,2.76
37611,0.34,Ideal,G,VVS2,62.1,55.0,995,4.48,4.44,2.77
37612,0.34,Premium,G,VVS2,61.6,58.0,995,4.49,4.44,2.75
37613,0.34,Premium,G,VVS2,61.2,59.0,995,4.5,4.46,2.74
37614,0.34,Ideal,G,VVS2,61.6,56.0,995,4.49,4.47,2.76
37615,0.34,Premium,G,VVS2,61.7,56.0,995,4.51,4.47,2.77
37616,0.3,Very Good,E,VVS1,63.5,57.0,995,4.27,4.23,2.7
37617,0.3,Ideal,F,VVS1,61.9,57.0,995,4.32,4.3,2.67
37618,0.41,Good,F,VVS2,63.6,56.0,996,4.68,4.72,2.99
37619,0.53,Very Good,J,VS2,62.7,56.0,996,5.15,5.18,3.24
37620,0.45,Premium,F,SI2,62.6,57.0,996,4.94,4.87,3.07
37621,0.45,Ideal,F,SI2,62.5,57.0,996,4.9,4.86,3.05
37622,0.51,Fair,J,VS2,65.3,55.0,996,4.97,4.96,3.24
37623,0.5,Very Good,F,SI2,62.2,54.0,997,5.08,5.14,3.18
37624,0.5,Good,F,SI2,63.5,58.0,997,4.98,5.03,3.18
37625,0.37,Ideal,D,VVS2,61.6,54.0,997,4.61,4.64,2.85
37626,0.4,Ideal,G,VVS1,60.2,60.0,997,4.78,4.82,2.89
37627,0.37,Ideal,F,VVS1,61.3,56.0,997,4.65,4.68,2.86
37628,0.46,Ideal,I,VS1,62.0,54.0,997,4.97,4.99,3.09
37629,0.41,Ideal,E,VS1,60.5,58.0,997,4.81,4.85,2.92
37630,0.31,Ideal,D,VVS2,61.9,55.0,997,4.39,4.36,2.71
37631,0.31,Ideal,D,VVS2,60.9,57.0,997,4.42,4.38,2.68
37632,0.5,Premium,D,SI2,62.9,58.0,997,5.06,5.01,3.17
37634,0.31,Premium,F,VVS1,59.2,62.0,997,4.41,4.34,2.59
37635,0.43,Very Good,G,VS1,59.3,58.0,998,4.97,5.02,2.96
37636,0.43,Very Good,I,IF,61.0,56.0,998,4.9,4.93,3.0
37637,0.36,Ideal,E,VVS2,61.9,55.0,998,4.57,4.61,2.84
37638,0.34,Ideal,D,VS1,60.3,56.0,998,4.53,4.56,2.74
37639,0.38,Ideal,F,VS1,62.4,54.0,998,4.68,4.64,2.91
37640,0.38,Premium,F,VS1,60.9,58.0,998,4.71,4.68,2.86
37641,0.38,Ideal,D,VS2,62.0,56.0,998,4.68,4.64,2.89
37642,0.38,Ideal,F,VS1,62.8,56.0,998,4.64,4.59,2.9
37643,0.38,Premium,F,VS1,62.4,59.0,998,4.63,4.57,2.87
37644,0.38,Premium,D,VS2,61.6,59.0,998,4.66,4.62,2.86
37645,0.38,Premium,D,VS2,60.9,58.0,998,4.67,4.63,2.83
37646,0.38,Ideal,G,VS1,62.5,56.0,998,4.64,4.58,2.88
37647,0.44,Premium,E,SI1,62.3,58.0,998,4.88,4.85,3.03
37648,0.34,Very Good,F,IF,61.1,54.0,999,4.54,4.56,2.78
37649,0.53,Ideal,J,SI1,61.6,55.0,999,5.2,5.23,3.21
37650,0.34,Ideal,F,IF,61.8,55.0,999,4.49,4.51,2.78
37651,0.41,Ideal,E,VS2,61.8,57.0,999,4.78,4.76,2.95
37652,0.41,Ideal,E,VS2,61.8,54.0,999,4.79,4.76,2.95
37653,0.41,Ideal,E,VS2,62.4,54.0,999,4.79,4.76,2.98
37654,0.41,Premium,E,VS2,59.8,60.0,999,4.87,4.83,2.9
37655,0.41,Premium,E,VS2,61.3,58.0,999,4.79,4.74,2.92
37656,0.41,Ideal,E,VS2,62.1,57.0,999,4.79,4.74,2.96
37657,0.41,Premium,E,VS2,62.1,58.0,999,4.78,4.75,2.96
37658,0.41,Ideal,E,VS2,61.6,55.0,999,4.79,4.75,2.94
37659,0.41,Ideal,E,VS2,62.0,56.0,999,4.79,4.72,2.95
37660,0.41,Ideal,E,VS2,62.1,56.0,999,4.76,4.74,2.95
37661,0.41,Ideal,E,VS2,62.3,56.0,999,4.77,4.74,2.96
37662,0.41,Ideal,E,VS2,62.5,55.0,999,4.77,4.74,2.97
37663,0.41,Ideal,E,VS2,61.8,56.0,999,4.78,4.74,2.94
37664,0.41,Premium,H,VVS2,59.8,60.0,999,4.86,4.79,2.88
37665,0.37,Premium,E,VS1,61.5,55.0,999,4.7,4.66,2.88
37666,0.37,Ideal,E,VS1,61.3,55.0,999,4.68,4.65,2.86
37667,0.38,Very Good,E,VVS2,61.8,56.0,1000,4.66,4.68,2.88
37669,0.38,Very Good,E,VS1,61.5,58.0,1000,4.64,4.69,2.87
37670,0.38,Premium,E,VS1,60.7,59.0,1000,4.65,4.7,2.84
37671,0.38,Ideal,E,VS1,61.6,56.0,1000,4.65,4.67,2.87
37672,0.53,Very Good,G,SI2,62.5,55.0,1000,5.14,5.19,3.23
37673,0.57,Very Good,I,SI2,62.1,57.0,1000,5.29,5.33,3.3
37674,0.38,Ideal,E,VS1,61.9,56.0,1000,4.63,4.67,2.88
37675,0.5,Good,E,SI2,63.2,61.0,1000,5.02,5.05,3.18
37676,0.3,Ideal,D,VVS1,61.3,57.0,1000,4.29,4.32,2.64
37677,0.38,Premium,E,VS1,60.7,59.0,1000,4.69,4.73,2.86
37678,0.38,Premium,E,VS1,60.2,58.0,1000,4.66,4.71,2.82
37679,0.3,Ideal,D,VVS1,61.1,57.0,1000,4.34,4.36,2.66
37680,0.38,Ideal,E,VS1,62.1,56.0,1000,4.62,4.65,2.88
37681,0.38,Ideal,E,VS1,61.6,56.0,1000,4.62,4.66,2.86
37682,0.38,Ideal,E,VS1,62.7,55.0,1000,4.6,4.65,2.9
37683,0.5,Premium,G,SI2,62.5,57.0,1000,5.04,5.01,3.14
37684,0.34,Ideal,G,VVS1,61.8,56.0,1000,4.45,4.51,2.77
37685,0.41,Ideal,G,VVS1,61.8,55.0,1000,4.76,4.79,2.95
37686,0.35,Ideal,E,VVS1,61.7,54.0,1000,4.56,4.58,2.82
37687,0.53,Ideal,H,SI2,61.5,56.0,1000,5.21,5.23,3.21
37688,0.51,Ideal,I,SI1,61.9,54.0,1000,5.12,5.15,3.18
37689,0.51,Ideal,I,SI1,61.7,54.0,1000,5.18,5.19,3.2
37690,0.43,Good,H,VVS1,60.0,61.0,1000,4.91,4.93,2.95
37691,0.5,Very Good,J,SI1,63.2,55.0,1000,5.07,5.03,3.19
37692,0.35,Very Good,G,IF,60.5,56.0,1001,4.56,4.6,2.77
37693,0.41,Ideal,F,VVS1,61.3,56.0,1001,4.8,4.82,2.95
37694,0.34,Ideal,E,VVS1,61.8,57.0,1001,4.47,4.5,2.77
37695,0.35,Ideal,G,IF,62.0,54.0,1001,4.54,4.56,2.82
37696,0.35,Ideal,G,IF,61.7,55.0,1001,4.52,4.55,2.8
37697,0.35,Ideal,G,IF,61.5,55.0,1001,4.53,4.57,2.8
37698,0.35,Ideal,G,IF,61.9,54.0,1001,4.56,4.58,2.83
37699,0.35,Ideal,G,IF,61.3,55.0,1001,4.57,4.6,2.81
37702,0.52,Premium,G,SI2,62.5,59.0,1001,5.1,5.07,3.18
37703,0.36,Ideal,D,VS1,61.8,55.0,1002,4.58,4.54,2.82
37704,0.36,Very Good,G,IF,60.4,62.0,1002,4.6,4.64,2.79
37705,0.41,Good,E,VVS1,63.5,57.0,1002,4.73,4.75,3.01
37706,0.51,Good,G,SI2,63.2,57.0,1002,5.03,5.07,3.19
37707,0.32,Ideal,F,VVS2,61.3,56.0,1002,4.42,4.45,2.72
37708,0.53,Ideal,J,SI2,62.3,58.0,1002,5.13,5.17,3.21
37709,0.31,Ideal,E,IF,61.3,58.0,1002,4.37,4.4,2.69
37710,0.33,Ideal,D,VS2,62.1,56.0,1002,4.48,4.44,2.77
37711,0.33,Ideal,E,VS1,61.6,56.0,1002,4.46,4.43,2.74
37712,0.33,Premium,E,VS1,61.6,58.0,1002,4.45,4.41,2.73
37713,0.33,Premium,E,VS1,60.9,58.0,1002,4.49,4.45,2.72
37714,0.33,Ideal,E,VS1,60.2,57.0,1002,4.52,4.48,2.71
37715,0.33,Ideal,E,VS1,59.6,56.0,1002,4.54,4.49,2.69
37716,0.33,Ideal,E,VS1,60.6,57.0,1002,4.54,4.5,2.74
37717,0.33,Ideal,D,VS2,62.1,56.0,1002,4.47,4.42,2.76
37718,0.33,Ideal,D,VS2,61.8,56.0,1002,4.48,4.45,2.76
37719,0.33,Ideal,D,VS2,61.8,56.0,1002,4.44,4.4,2.73
37720,0.33,Ideal,D,VS2,60.7,57.0,1002,4.5,4.46,2.72
37721,0.33,Ideal,D,VS2,60.9,55.0,1002,4.5,4.46,2.73
37722,0.33,Ideal,D,VS2,60.9,55.0,1002,4.5,4.47,2.73
37723,0.33,Ideal,D,VS2,61.9,53.0,1002,4.49,4.46,2.77
37724,0.33,Premium,D,VS2,60.7,58.0,1002,4.5,4.46,2.72
37725,0.33,Ideal,D,VS2,62.1,55.0,1002,4.46,4.43,2.76
37726,0.33,Ideal,D,VS2,62.1,54.0,1002,4.46,4.43,2.76
37727,0.33,Ideal,D,VS2,62.3,56.0,1002,4.46,4.43,2.77
37728,0.33,Ideal,D,VS2,62.5,56.0,1002,4.46,4.43,2.78
37729,0.33,Ideal,D,VS2,62.8,54.0,1002,4.46,4.43,2.79
37730,0.33,Ideal,D,VS2,62.3,57.0,1002,4.45,4.41,2.76
37731,0.33,Ideal,D,VS2,62.5,55.0,1002,4.45,4.41,2.77
37732,0.33,Ideal,D,VS2,61.9,56.0,1002,4.44,4.42,2.74
37733,0.33,Ideal,D,VS2,61.9,57.0,1002,4.47,4.42,2.75
37734,0.33,Ideal,D,VS2,62.6,56.0,1002,4.43,4.39,2.76
37735,0.33,Premium,D,VS2,61.2,58.0,1002,4.44,4.41,2.71
37736,0.33,Ideal,E,VS1,62.6,57.0,1002,4.42,4.4,2.76
37737,0.33,Premium,E,VS1,61.5,59.0,1002,4.46,4.42,2.73
37738,0.33,Ideal,E,VS1,62.7,57.0,1002,4.45,4.38,2.77
37739,0.46,Fair,G,VS2,65.3,56.0,1002,4.83,4.76,3.13
37740,0.33,Premium,D,VVS2,62.6,56.0,1002,4.47,4.44,2.79
37741,0.37,Very Good,G,IF,61.8,56.0,1003,4.6,4.64,2.85
37742,0.4,Ideal,D,VS1,60.6,56.0,1003,4.78,4.82,2.91
37743,0.44,Ideal,E,VS2,61.5,56.0,1003,4.9,4.92,3.02
37744,0.44,Premium,E,VS2,62.3,59.0,1003,4.81,4.91,3.03
37745,0.44,Premium,E,VS2,60.4,58.0,1003,4.87,4.93,2.96
37746,0.44,Ideal,E,VS2,62.4,57.0,1003,4.88,4.9,3.05
37747,0.44,Premium,E,VS2,60.4,59.0,1003,4.9,4.93,2.97
37748,0.44,Ideal,E,VS2,61.9,55.0,1003,4.86,4.89,3.02
37749,0.34,Ideal,F,VVS2,61.0,56.0,1003,4.54,4.57,2.78
37750,0.34,Ideal,F,VVS2,61.8,55.0,1003,4.46,4.51,2.77
37751,0.4,Ideal,G,VS2,60.5,57.0,1003,4.74,4.8,2.89
37752,0.37,Ideal,D,VS2,61.4,55.0,1003,4.64,4.67,2.86
37753,0.39,Ideal,F,VS1,62.0,55.0,1003,4.66,4.69,2.9
37754,0.46,Fair,F,SI1,64.9,58.0,1003,4.81,4.77,3.11
37755,0.4,Very Good,D,VS1,62.9,55.0,1004,4.73,4.77,2.99
37756,0.39,Ideal,G,VVS1,58.8,62.0,1004,4.77,4.79,2.81
37757,0.38,Ideal,F,VS1,61.1,56.0,1004,4.7,4.65,2.86
37758,0.39,Ideal,E,VS1,62.2,53.3,1004,4.68,4.7,2.92
37759,0.39,Ideal,E,VS1,62.3,54.4,1004,4.66,4.69,2.91
37760,0.41,Ideal,E,VS1,61.6,54.0,1004,4.77,4.8,2.95
37761,0.39,Ideal,E,VS1,62.7,53.6,1004,4.67,4.69,2.93
37762,0.51,Ideal,J,SI1,61.5,56.0,1004,5.14,5.17,3.17
37763,0.32,Ideal,E,IF,60.6,60.0,1004,4.43,4.45,2.69
37764,0.51,Premium,G,SI2,59.9,60.0,1004,5.14,5.07,3.06
37765,0.42,Very Good,E,VS1,62.9,57.0,1005,4.75,4.79,3.0
37766,0.38,Very Good,D,VS2,63.1,55.0,1005,4.6,4.59,2.9
37767,0.43,Ideal,G,VS1,61.6,55.1,1005,4.85,4.89,3.0
37768,0.4,Very Good,G,VS1,63.4,56.0,1005,4.72,4.68,2.98
37769,0.4,Ideal,E,VS1,61.2,55.0,1005,4.79,4.76,2.92
37770,0.48,Premium,E,SI2,62.9,60.0,1005,4.93,4.9,3.09
37771,0.3,Very Good,E,VVS1,61.8,56.0,1006,4.29,4.32,2.66
37772,0.46,Ideal,I,VVS2,61.4,57.0,1006,4.96,5.0,3.06
37773,0.42,Ideal,D,VS1,61.4,55.0,1006,4.8,4.9,2.98
37774,0.5,Premium,G,SI2,61.9,58.0,1006,5.12,5.09,3.16
37775,0.47,Ideal,H,VS2,62.0,54.0,1006,4.99,5.01,3.1
37776,0.33,Ideal,D,VS1,61.3,55.0,1006,4.46,4.48,2.74
37777,0.36,Ideal,G,IF,62.0,57.0,1006,4.54,4.58,2.82
37778,0.37,Premium,D,VS1,61.9,58.0,1006,4.62,4.56,2.84
37779,0.46,Very Good,F,SI1,63.1,56.0,1006,4.9,4.87,3.08
37780,0.41,Ideal,F,VS1,62.1,56.0,1007,4.77,4.8,2.97
37781,0.41,Very Good,G,VVS2,62.9,56.0,1007,4.7,4.74,2.97
37782,0.41,Ideal,D,VS2,61.6,55.0,1007,4.74,4.77,2.93
37783,0.41,Ideal,D,VS2,62.4,54.0,1007,4.74,4.78,2.97
37784,0.41,Ideal,G,VVS2,61.8,56.0,1007,4.74,4.78,2.94
37785,0.41,Ideal,F,VS1,61.9,55.0,1007,4.76,4.8,2.96
37786,0.41,Ideal,D,VS2,62.2,57.0,1007,4.72,4.76,2.95
37787,0.41,Ideal,G,VVS2,62.5,55.0,1007,4.75,4.76,2.97
37788,0.41,Ideal,D,VS2,61.7,56.0,1007,4.78,4.81,2.96
37789,0.41,Ideal,F,VS1,61.8,56.0,1007,4.75,4.79,2.95
37790,0.41,Ideal,F,VS1,61.3,55.0,1007,4.79,4.83,2.95
37791,0.41,Premium,F,VS1,62.7,58.0,1007,4.74,4.77,2.98
37792,0.41,Ideal,G,VVS2,61.0,57.0,1007,4.78,4.8,2.92
37793,0.41,Ideal,D,VS2,61.9,56.0,1007,4.77,4.8,2.96
37794,0.41,Ideal,E,VS1,61.4,55.0,1007,4.8,4.84,2.96
37795,0.41,Ideal,F,VS1,62.1,56.0,1007,4.74,4.76,2.95
37796,0.41,Ideal,F,VS1,60.8,56.0,1007,4.76,4.79,2.92
37797,0.41,Ideal,F,VS1,62.0,55.0,1007,4.77,4.81,2.97
37798,0.41,Ideal,I,IF,62.6,57.0,1007,4.74,4.78,2.98
37799,0.41,Very Good,G,VVS2,61.6,56.0,1007,4.76,4.78,2.94
37800,0.41,Very Good,F,VS1,60.7,56.0,1007,4.77,4.82,2.91
37801,0.41,Premium,D,VS2,62.4,60.0,1007,4.71,4.75,2.95
37802,0.41,Ideal,D,VS2,62.4,55.0,1007,4.76,4.79,2.98
